26,17,2,999
11,25,5,999
0,16,1,999
45,89,4,999
25,50,1,999
66,5,5,999
88,11,5,999
93,38,0,999
20,90,0,999
9,1,5,999
32,85,5,999
99,72,5,999
49,64,3,999
41,98,3,999
99,61,1,999
89,41,2,999
26,56,3,999
45,6,2,999
44,48,4,999
41,69,0,999
4,36,4,999
88,14,1,999
40,31,3,999
79,97,0,999
70,51,2,999
49,52,5,999
35,60,5,999
79,71,5,999
66,55,1,999
9,46,0,999
55,63,5,999
39,39,0,999
31,97,0,999
19,38,0,999
27,79,2,999
75,43,0,999
27,92,2,999
67,26,5,999
27,22,5,999
77,18,5,999
81,32,4,999
11,8,2,999
36,52,3,999
23,80,0,999
25,80,1,999
14,32,4,999
37,29,2,999
82,14,1,999
39,83,0,999
25,30,3,999
68,43,1,999
74,10,4,999
79,76,3,999
54,28,5,999
69,25,0,999
20,45,1,999
99,73,1,999
22,51,2,999
96,34,4,999
70,30,4,999
92,21,0,999
55,19,0,999
59,64,0,999
76,92,5,999
55,23,5,999
74,94,0,999
41,56,2,999
70,54,4,999
61,33,2,999
79,61,0,999
10,78,5,999
76,24,3,999
86,96,0,999
21,23,5,999
77,46,1,999
9,50,3,999
28,68,0,999
9,28,5,999
92,81,4,999
40,73,1,999
23,37,4,999
54,31,0,999
56,6,3,999
92,4,3,999
73,69,3,999
62,3,2,999
32,29,1,999
87,85,3,999
1,46,2,999
52,83,0,999
55,95,3,999
10,89,0,999
24,0,0,999
36,22,1,999
48,62,5,999
33,99,4,999
2,38,2,999
89,25,0,999
34,50,1,999
7,90,4,999
64,48,5,999
36,71,5,999
23,22,4,999
32,49,5,999
87,73,5,999
84,84,0,999
75,33,0,999
23,76,0,999
46,16,0,999
68,7,5,999
51,16,0,999
63,55,2,999
5,67,4,999
52,55,3,999
14,85,2,999
42,20,2,999
26,54,1,999
11,58,4,999
23,94,5,999
74,45,5,999
37,34,2,999
18,76,0,999
90,19,2,999
82,65,1,999
18,19,0,999
15,58,2,999
87,70,3,999
9,83,4,999
28,26,4,999
11,98,0,999
56,53,2,999
31,79,1,999
51,36,0,999
17,29,4,999
53,2,1,999
42,64,5,999
66,25,0,999
61,46,1,999
89,53,1,999
28,19,5,999
31,85,3,999
21,53,5,999
47,65,1,999
22,11,5,999
67,34,4,999
42,32,0,999
55,46,3,999
99,10,2,999
4,77,5,999
95,60,0,999
96,97,0,999
98,60,5,999
33,68,0,999
24,44,0,999
94,16,5,999
92,50,1,999
40,95,5,999
29,17,1,999
99,0,5,999
55,81,0,999
68,23,4,999
81,76,0,999
16,9,5,999
17,39,5,999
35,55,4,999
59,92,0,999
0,17,3,999
64,39,3,999
37,7,4,999
93,73,0,999
71,95,5,999
86,66,5,999
73,95,3,999
21,82,3,999
9,51,2,999
29,41,5,999
86,21,0,999
61,98,5,999
33,52,4,999
8,81,5,999
76,21,1,999
81,85,5,999
97,61,0,999
2,22,0,999
28,1,5,999
65,22,5,999
38,15,1,999
28,43,5,999
86,78,2,999
82,87,0,999
98,89,3,999
58,69,2,999
31,91,0,999
60,33,3,999
12,70,3,999
18,95,0,999
54,40,4,999
87,38,2,999
37,21,3,999
3,36,0,999
68,91,4,999
19,6,5,999
54,0,5,999
89,77,5,999
65,65,1,999
63,24,0,999
32,25,0,999
76,32,3,999
36,24,5,999
45,45,0,999
92,51,0,999
23,49,2,999
38,3,0,999
2,79,5,999
7,70,5,999
59,28,5,999
43,24,2,999
99,24,3,999
13,85,1,999
9,38,5,999
96,20,1,999
78,13,4,999
97,78,5,999
19,16,4,999
37,4,1,999
52,88,0,999
93,44,0,999
47,96,0,999
77,7,0,999
57,11,0,999
49,65,3,999
8,58,4,999
11,10,3,999
51,7,0,999
69,66,0,999
54,23,3,999
36,90,3,999
17,60,4,999
33,12,0,999
3,77,5,999
93,76,0,999
40,61,2,999
40,82,2,999
86,81,4,999
27,63,2,999
77,48,5,999
72,66,1,999
14,83,0,999
28,14,3,999
17,13,3,999
45,23,4,999
45,98,3,999
93,53,5,999
47,23,4,999
5,83,0,999
48,64,2,999
71,83,0,999
17,76,3,999
50,88,0,999
55,21,0,999
87,5,1,999
79,14,4,999
65,25,3,999
90,14,2,999
26,60,5,999
32,66,4,999
94,69,0,999
88,76,5,999
62,80,0,999
64,89,3,999
29,99,5,999
2,54,5,999
87,22,5,999
98,62,3,999
15,76,3,999
34,82,5,999
90,13,3,999
52,56,3,999
90,47,1,999
25,17,5,999
22,43,2,999
69,34,3,999
91,67,0,999
91,98,4,999
30,85,5,999
29,4,4,999
89,92,5,999
90,32,2,999
31,70,2,999
57,49,1,999
30,74,5,999
96,44,0,999
7,77,1,999
67,96,4,999
27,75,0,999
95,89,1,999
5,34,5,999
90,75,4,999
53,11,4,999
41,81,0,999
65,74,3,999
42,58,2,999
66,70,4,999
9,84,0,999
6,36,4,999
14,5,2,999
68,15,1,999
79,69,1,999
23,84,5,999
9,7,5,999
28,7,0,999
24,91,0,999
47,30,3,999
64,69,4,999
0,85,1,999
35,72,5,999
4,48,5,999
82,28,4,999
70,27,3,999
71,72,0,999
84,19,5,999
11,96,1,999
78,9,5,999
48,5,1,999
91,3,0,999
71,74,0,999
88,66,3,999
80,33,0,999
5,9,3,999
77,25,1,999
50,58,3,999
22,56,5,999
39,74,0,999
51,23,2,999
76,59,0,999
20,44,3,999
85,66,0,999
59,47,0,999
43,41,0,999
65,0,0,999
78,87,2,999
68,63,3,999
9,54,3,999
6,19,5,999
15,64,1,999
59,5,0,999
86,37,4,999
9,65,4,999
17,91,1,999
40,80,4,999
74,78,5,999
87,32,5,999
51,39,0,999
71,24,0,999
19,32,4,999
43,42,0,999
15,38,0,999
56,12,0,999
18,44,5,999
38,28,0,999
19,83,1,999
34,83,4,999
30,29,2,999
26,89,1,999
72,48,5,999
47,37,5,999
5,79,1,999
0,89,0,999
9,93,5,999
87,98,2,999
98,50,1,999
11,38,2,999
23,98,5,999
11,37,3,999
43,6,0,999
35,89,1,999
84,76,0,999
98,3,1,999
21,89,5,999
46,11,2,999
13,39,1,999
87,75,2,999
13,20,5,999
96,90,1,999
15,83,0,999
41,23,3,999
43,17,5,999
