userId,movieId,rating,timestamp467,0,1,999
89,1,0,999
692,2,1,999
108,3,1,999
172,4,1,999
109,5,0,999
402,6,1,999
137,7,0,999
797,8,0,999
220,9,0,999
132,10,0,999
707,11,0,999
917,12,0,999
893,13,1,999
653,14,0,999
827,15,0,999
847,16,0,999
397,17,0,999
647,18,0,999
633,19,0,999
597,20,0,999
460,21,0,999
367,22,1,999
837,23,0,999
415,24,1,999
645,25,0,999
579,26,0,999
609,27,1,999
888,28,1,999
9,29,0,999
631,30,0,999
677,31,0,999
371,32,0,999
291,33,0,999
460,34,0,999
287,35,1,999
474,36,0,999
616,37,1,999
759,38,1,999
682,39,1,999
289,40,0,999
479,41,0,999
503,42,1,999
226,43,0,999
171,44,0,999
313,45,0,999
882,46,1,999
331,47,0,999
132,48,0,999
395,49,1,999
648,50,0,999
512,51,1,999
782,52,0,999
919,53,1,999
674,54,0,999
688,55,0,999
457,56,0,999
880,57,1,999
72,58,1,999
327,59,1,999
783,60,0,999
48,61,1,999
671,62,0,999
611,63,1,999
535,64,0,999
545,65,0,999
180,66,0,999
845,67,1,999
656,68,0,999
924,69,0,999
57,70,0,999
0,71,0,999
224,72,0,999
884,73,0,999
184,74,0,999
541,75,0,999
362,76,1,999
537,77,1,999
697,78,1,999
567,79,1,999
319,80,1,999
474,81,1,999
76,82,1,999
520,83,0,999
913,84,0,999
714,85,0,999
577,86,0,999
484,87,1,999
51,88,0,999
749,89,0,999
715,90,0,999
374,91,0,999
19,92,0,999
748,93,1,999
745,94,0,999
934,95,0,999
592,96,0,999
238,97,0,999
66,98,0,999
913,99,0,999
115,100,0,999
432,101,1,999
284,102,0,999
332,103,0,999
535,104,0,999
688,105,1,999
350,106,0,999
714,107,0,999
649,108,0,999
320,109,1,999
418,110,0,999
732,111,1,999
327,112,1,999
928,113,0,999
490,114,1,999
728,115,1,999
377,116,1,999
850,117,1,999
910,118,0,999
210,119,1,999
789,120,0,999
710,121,0,999
916,122,0,999
191,123,1,999
742,124,0,999
833,125,1,999
697,126,0,999
807,127,1,999
156,128,1,999
654,129,0,999
805,130,0,999
684,131,0,999
155,132,0,999
896,133,1,999
193,134,0,999
496,135,0,999
308,136,1,999
422,137,0,999
163,138,0,999
192,139,1,999
164,140,1,999
16,141,0,999
756,142,0,999
607,143,1,999
568,144,0,999
844,145,0,999
164,146,1,999
797,147,0,999
19,148,0,999
887,149,1,999
390,150,0,999
614,151,0,999
255,152,1,999
377,153,1,999
122,154,1,999
680,155,1,999
458,156,1,999
465,157,0,999
308,158,0,999
63,159,0,999
584,160,0,999
300,161,0,999
242,162,0,999
682,163,0,999
379,164,0,999
720,165,0,999
53,166,0,999
808,167,1,999
638,168,1,999
791,169,0,999
333,170,0,999
905,171,0,999
865,172,1,999
291,173,0,999
283,174,0,999
156,175,1,999
634,176,1,999
741,177,0,999
448,178,1,999
56,179,0,999
773,180,0,999
907,181,0,999
361,182,1,999
264,183,1,999
187,184,0,999
633,185,0,999
42,186,0,999
332,187,1,999
810,188,1,999
503,189,1,999
314,190,0,999
172,191,0,999
893,192,0,999
363,193,1,999
201,194,0,999
642,195,1,999
831,196,0,999
626,197,1,999
836,198,0,999
909,199,0,999
616,200,0,999
83,201,0,999
46,202,0,999
527,203,0,999
528,204,0,999
813,205,1,999
881,206,1,999
2,207,0,999
865,208,0,999
933,209,0,999
716,210,0,999
707,211,0,999
863,212,0,999
655,213,1,999
909,214,1,999
643,215,0,999
407,216,0,999
278,217,0,999
235,218,0,999
565,219,0,999
201,220,0,999
302,221,0,999
407,222,0,999
112,223,0,999
41,224,0,999
838,225,1,999
22,226,1,999
407,227,1,999
119,228,1,999
905,229,0,999
512,230,1,999
322,231,1,999
120,232,1,999
256,233,0,999
782,234,0,999
821,235,0,999
791,236,1,999
300,237,0,999
738,238,1,999
484,239,1,999
98,240,1,999
223,241,0,999
11,242,1,999
545,243,0,999
918,244,0,999
271,245,0,999
239,246,1,999
908,247,0,999
255,248,1,999
653,249,0,999
580,250,0,999
28,251,1,999
327,252,0,999
820,253,0,999
330,254,0,999
210,255,1,999
66,256,0,999
920,257,0,999
911,258,0,999
44,259,1,999
116,260,1,999
99,261,0,999
664,262,1,999
667,263,1,999
817,264,1,999
143,265,0,999
63,266,0,999
796,267,1,999
588,268,0,999
918,269,0,999
797,270,0,999
357,271,0,999
774,272,0,999
324,273,1,999
49,274,0,999
329,275,1,999
591,276,0,999
300,277,0,999
238,278,0,999
373,279,0,999
55,280,1,999
358,281,0,999
351,282,0,999
217,283,0,999
828,284,0,999
882,285,0,999
47,286,0,999
136,287,0,999
340,288,0,999
526,289,1,999
424,290,0,999
830,291,1,999
331,292,0,999
179,293,1,999
716,294,1,999
684,295,0,999
934,296,0,999
517,297,1,999
120,298,1,999
209,299,0,999
829,300,1,999
102,301,0,999
133,302,1,999
517,303,0,999
485,304,0,999
421,305,0,999
744,306,1,999
95,307,1,999
503,308,1,999
550,309,1,999
735,310,0,999
900,311,1,999
433,312,0,999
136,313,0,999
892,314,0,999
627,315,0,999
119,316,0,999
94,317,1,999
804,318,1,999
711,319,0,999
192,320,0,999
421,321,1,999
754,322,0,999
378,323,1,999
27,324,1,999
825,325,1,999
381,326,0,999
369,327,0,999
706,328,1,999
430,329,0,999
163,330,0,999
87,331,1,999
641,332,0,999
753,333,1,999
394,334,0,999
13,335,1,999
549,336,0,999
172,337,1,999
101,338,1,999
142,339,0,999
409,340,1,999
824,341,1,999
762,342,1,999
644,343,0,999
822,344,0,999
401,345,0,999
532,346,1,999
736,347,0,999
490,348,0,999
56,349,0,999
927,350,0,999
755,351,0,999
808,352,0,999
135,353,0,999
762,354,0,999
356,355,0,999
315,356,0,999
285,357,0,999
37,358,0,999
757,359,1,999
429,360,1,999
346,361,0,999
626,362,0,999
615,363,0,999
67,364,0,999
514,365,1,999
480,366,0,999
161,367,0,999
703,368,0,999
391,369,1,999
652,370,1,999
270,371,1,999
870,372,0,999
339,373,1,999
415,374,1,999
24,375,0,999
880,376,1,999
495,377,1,999
31,378,1,999
212,379,1,999
134,380,1,999
871,381,0,999
88,382,1,999
373,383,0,999
224,384,0,999
193,385,0,999
938,386,1,999
202,387,0,999
469,388,0,999
418,389,0,999
916,390,1,999
625,391,0,999
823,392,0,999
714,393,0,999
796,394,0,999
521,395,0,999
803,396,1,999
772,397,1,999
665,398,1,999
544,399,1,999
6,400,1,999
21,401,0,999
505,402,0,999
251,403,0,999
266,404,0,999
578,405,1,999
