User,Threshold_0,Threshold_1,Threshold_2,Threshold_3,Threshold_4,Threshold_5,Threshold_6,Trait_0,Trait_1,Trait_2,Trait_3,Trait_4,Bias
0,-inf,-2.179101034425769,-1.1561255730410271,0.0,1.1963868463889908,2.5013666665133423,inf,-1.5440947224626176,0.3038052161002902,-0.5797290412105944,1.3265903875234462,1.2457806327030518,0.5036196289760498
1,-inf,-3.5564061988679487,-0.9590711561109766,0.0,1.1826806104136554,2.366531199556936,inf,-1.0234961118909345,1.0770286368595097,-1.0506675737202449,-0.8532379923133472,0.9955696852159637,1.13755420346541
2,-inf,-2.4047462070717875,-1.1965307474262754,0.0,0.3034518350615162,2.5636736246097405,inf,0.3845938298692806,-1.210415918462985,0.0053404245176724265,1.973439575361002,-1.4262102517890605,0.6882808329559895
3,-inf,-2.567823973093153,-0.9212089181138818,0.0,0.4091343522280739,2.6184733890159495,inf,-0.6582131875340035,1.8912262774697055,1.3712670767538215,0.01281177024328604,-1.0664816879991836,-0.30584368970427667
4,-inf,-2.6035982355399225,-0.8703945155654121,0.0,1.008021790262113,2.218418101904112,inf,-0.8665691892999355,1.0186038727438416,1.487052837114585,1.5366194889836713,0.09115461185796597,0.18370408531641189
5,-inf,-2.7252792802335715,-1.634296135580598,0.0,0.7741202304045597,2.967034598546554,inf,-1.3697855170357722,0.7068883810356588,0.8377343778492364,0.9024305884458466,1.183161135633486,0.5000312431853202
6,-inf,-2.112812350533533,-1.1401011518940647,0.0,1.4637209440592724,2.804028502476967,inf,-0.4868261427145562,0.26037910242167633,-1.4001851844510813,-0.17777038413389137,2.6748391862787946,-0.7790232099138054
7,-inf,-2.314540847126522,-0.48918914952271375,0.0,1.209912898528622,2.0978261703950536,inf,0.6494953227005862,0.000974042456865721,2.7075095142076995,9.475733508046235e-05,-1.6419263632997687,0.7846776042912366
8,-inf,-2.2728114567548388,-1.6358940079372362,0.0,1.426570893248411,2.2981654241193583,inf,0.39287248191133944,-1.5330474064087876,-0.2507617211466919,-1.409135267958281,1.4141831225749004,0.5779144371389732
9,-inf,-1.7855466513670155,-1.0699944103651244,0.0,1.2432924263968337,3.0591636143971757,inf,1.642304947849549,-0.7286426631265741,-1.8857824759108768,0.72711563237222,0.016154280740780416,1.1800432580314486
10,-inf,-2.4486982804191464,-1.5480533703359671,0.0,1.4522122727689661,3.3056651348214086,inf,-1.6249169531986485,0.43219255963438785,-1.6260483864453548,0.21832652434369657,1.0985155763779124,0.45742295736822175
11,-inf,-2.44524076559008,-1.3654295846645639,0.0,1.4327779539594852,1.9228814342177847,inf,-2.044203876417043,0.0006251474246360372,-0.8473182954897642,1.0855421414470612,-1.0223105392214957,0.2488066483594059
12,-inf,-1.8832399706176894,-1.4672683455062132,0.0,1.2529736743260684,3.6880379536676577,inf,1.417020456503061,-1.2590927721268477,1.264425100068698,0.07763832489848349,0.981823346402909,-0.1688311026493621
13,-inf,-2.7074421006071665,-0.6405813357761991,0.0,1.4737739529300478,2.845840368997584,inf,-2.3684473069818264,0.03348430851863835,0.49900400152387164,2.0139460886621023,0.08511829431356117,1.1490455042936265
14,-inf,-2.737674090472584,-1.518865173362332,0.0,1.2872986252067742,3.125299581330986,inf,-0.24899488256339045,0.7579859415446316,1.0008457828027877,-1.1890772634874751,1.8030961296017154,-0.6553529516717245
15,-inf,-2.4777085528161793,-1.2664607147186577,0.0,1.2685032560391647,2.205935781264383,inf,0.03980970412284437,1.2967638724334778,-1.1146736438629428,-1.5238545083505035,1.024898271230231,-0.9599783875094077
16,-inf,-2.1415652958600533,-1.4460075123153304,0.0,0.8747494824821884,3.1208080266336324,inf,-0.03225967418130175,0.020083060191933014,1.8149750373741589,-2.009718623935489,1.1229636043171183,-0.336135194234252
17,-inf,-2.3029118764774648,-0.9854427925316623,0.0,1.036096108443542,2.761693097484387,inf,1.3536967515996094,-1.0810912639855903,-1.0192681856726473,-1.5413627574198552,-0.004581041322297791,-0.2033835054537495
