Item,Trait_0,Trait_1,Trait_2,Trait_3,Trait_4,Bias
0,1.504690837908353,0.8895933763436149,-0.9657815749485823,-0.002391928284165841,1.637542282515284,-1.1800528005611999
1,-0.5662723898656142,0.034061285373624815,-1.4048417478338426,1.1292348718750518,1.8655897050518666,-0.7295561431483444
2,-1.2109642097360163,-1.300815794647506,-0.10255050788807422,-0.9948220076368506,1.3908474800915527,-1.2042313316399818
3,-0.24067827718511944,1.9146523916859142,0.00676321028720936,-2.0328824061651742,-0.8050237146765833,-1.7109053942727963
4,-1.6859228153223162,0.35349160561094317,-1.215454849143588,0.07414941173041731,-1.670981318192735,0.16967857728434352
5,1.0833243647985529,-1.0218392550012585,0.6779422691005675,1.2919179208772802,0.9249761902223408,0.028465219676099312
6,-0.6551036377489534,1.181158725863787,1.4058692823648147,1.6447731507225973,-0.11309520329984787,-0.45545169420242015
7,1.4655008095672755,-1.5692801631372844,-0.6365591591335645,1.1510736442254859,0.17758622393638956,-1.441411205855537
8,0.05528928618970226,1.0264950655737761,1.4417951252463075,1.0553306577177008,1.4210898652725135,1.0443148633563843
9,-0.455825300346714,1.342045962010098,0.05692135921054671,-2.9004876580499217,0.2447197203827201,0.9990833662972929
10,0.148249749964819,-1.625974175464586,-1.4548254863868655,1.5802481449840742,0.19070244319965535,-1.2142789403914973
11,-1.4784022677056483,-0.37973195989350494,-1.373455378078559,-1.6495088898057193,0.11890150451656838,0.2464734312934745
12,1.470496960080453,0.9841572264565344,0.9492930465074321,0.405613509752116,-1.1904392572034643,1.212128792581823
13,-1.4470587188488602,-1.3994163387387109,-0.6895411510558531,0.3288209966753292,1.1351627946812466,0.831166989165134
14,1.387303794775688,1.3266519161283863,-0.529852611620049,-1.0001411699651055,0.7560505075107714,-0.7420898819392141
15,-1.3374390969635697,-0.154846045091563,-0.7546055336842094,-1.3837230268176601,-1.3693862974429978,0.7082558918172862
16,2.2688560564180946,0.23817320451287788,-0.000637489232983805,-0.2356723356309048,2.2566609142051393,-0.9750498422912001
17,-0.8054786078717112,-0.6578534802803637,-1.057288770615425,-2.15268019625039,0.32669894498210883,0.12553925382877942
18,-0.9732916272826775,1.519658156661576,-0.4431248490888948,2.0335734708939053,0.030351896072946177,1.323206262228814
19,-0.6199615450632713,-0.584736399986331,-2.1310905225646226,-0.42406208844545795,1.2401494439403171,0.2437591123672591
