userId,movieId,rating,timestamp
467,0,5,999
89,1,2,999
692,2,4,999
108,3,4,999
172,4,5,999
109,5,1,999
402,6,5,999
137,7,2,999
797,8,1,999
220,9,3,999
132,10,2,999
707,11,2,999
917,12,1,999
893,13,5,999
653,14,2,999
827,15,1,999
847,16,2,999
397,17,3,999
647,18,1,999
633,19,3,999
597,20,1,999
460,21,3,999
367,22,5,999
837,23,1,999
415,24,4,999
645,25,2,999
579,26,3,999
609,27,4,999
888,28,5,999
9,29,1,999
631,30,1,999
677,31,3,999
371,32,1,999
291,33,3,999
460,34,1,999
287,35,5,999
474,36,3,999
616,37,5,999
759,38,5,999
682,39,4,999
289,40,2,999
479,41,1,999
503,42,4,999
226,43,1,999
171,44,2,999
313,45,2,999
882,46,5,999
331,47,1,999
132,48,1,999
395,49,4,999
648,50,1,999
512,51,5,999
782,52,1,999
919,53,5,999
674,54,3,999
688,55,1,999
457,56,2,999
880,57,4,999
72,58,4,999
327,59,5,999
783,60,1,999
48,61,5,999
671,62,1,999
611,63,4,999
535,64,1,999
545,65,2,999
180,66,2,999
845,67,5,999
656,68,1,999
924,69,3,999
57,70,1,999
0,71,2,999
224,72,3,999
884,73,1,999
184,74,2,999
541,75,1,999
362,76,5,999
537,77,5,999
697,78,5,999
567,79,4,999
319,80,4,999
474,81,4,999
76,82,4,999
520,83,1,999
913,84,3,999
714,85,3,999
577,86,1,999
484,87,5,999
51,88,2,999
749,89,3,999
715,90,2,999
374,91,3,999
19,92,1,999
748,93,5,999
745,94,1,999
934,95,1,999
592,96,1,999
238,97,1,999
66,98,1,999
913,99,3,999
115,100,3,999
432,101,4,999
284,102,3,999
332,103,1,999
535,104,1,999
688,105,4,999
350,106,1,999
714,107,2,999
649,108,3,999
320,109,5,999
418,110,1,999
732,111,5,999
327,112,5,999
928,113,1,999
490,114,4,999
728,115,5,999
377,116,4,999
850,117,5,999
910,118,1,999
210,119,5,999
789,120,2,999
710,121,2,999
916,122,1,999
191,123,5,999
742,124,2,999
833,125,5,999
697,126,3,999
807,127,5,999
156,128,5,999
654,129,1,999
805,130,1,999
684,131,1,999
155,132,1,999
896,133,5,999
193,134,1,999
496,135,3,999
308,136,4,999
422,137,1,999
163,138,2,999
192,139,4,999
164,140,4,999
16,141,2,999
756,142,1,999
607,143,4,999
568,144,3,999
844,145,3,999
164,146,5,999
797,147,2,999
19,148,3,999
887,149,4,999
390,150,3,999
614,151,2,999
255,152,5,999
377,153,4,999
122,154,5,999
680,155,5,999
458,156,5,999
465,157,2,999
308,158,1,999
63,159,2,999
584,160,1,999
300,161,3,999
242,162,2,999
682,163,2,999
379,164,3,999
720,165,3,999
53,166,1,999
808,167,4,999
638,168,5,999
791,169,3,999
333,170,2,999
905,171,2,999
865,172,4,999
291,173,1,999
283,174,2,999
156,175,5,999
634,176,5,999
741,177,1,999
448,178,4,999
56,179,2,999
773,180,3,999
907,181,3,999
361,182,5,999
264,183,5,999
187,184,3,999
633,185,3,999
42,186,3,999
332,187,4,999
810,188,5,999
503,189,4,999
314,190,1,999
172,191,1,999
893,192,3,999
363,193,5,999
201,194,2,999
642,195,4,999
831,196,1,999
626,197,4,999
836,198,3,999
909,199,2,999
616,200,1,999
83,201,1,999
46,202,3,999
527,203,3,999
528,204,3,999
813,205,5,999
881,206,4,999
2,207,3,999
865,208,3,999
933,209,3,999
716,210,1,999
707,211,2,999
863,212,1,999
655,213,4,999
909,214,5,999
643,215,3,999
407,216,2,999
278,217,3,999
235,218,1,999
565,219,2,999
201,220,3,999
302,221,3,999
407,222,1,999
112,223,3,999
41,224,3,999
838,225,4,999
22,226,5,999
407,227,4,999
119,228,4,999
905,229,2,999
512,230,5,999
322,231,4,999
120,232,4,999
256,233,2,999
782,234,3,999
821,235,1,999
791,236,5,999
300,237,2,999
738,238,4,999
484,239,5,999
98,240,4,999
223,241,2,999
11,242,5,999
545,243,3,999
918,244,2,999
271,245,2,999
239,246,5,999
908,247,2,999
255,248,5,999
653,249,3,999
580,250,3,999
28,251,5,999
327,252,2,999
820,253,3,999
330,254,1,999
210,255,5,999
66,256,2,999
920,257,1,999
911,258,1,999
44,259,5,999
116,260,5,999
99,261,1,999
664,262,4,999
667,263,5,999
817,264,5,999
143,265,1,999
63,266,1,999
796,267,5,999
588,268,1,999
918,269,1,999
797,270,3,999
357,271,1,999
774,272,3,999
324,273,5,999
49,274,1,999
329,275,4,999
591,276,1,999
300,277,2,999
238,278,2,999
373,279,2,999
55,280,5,999
358,281,1,999
351,282,1,999
217,283,2,999
828,284,1,999
882,285,2,999
47,286,3,999
136,287,1,999
340,288,1,999
526,289,5,999
424,290,2,999
830,291,4,999
331,292,1,999
179,293,4,999
716,294,5,999
684,295,1,999
934,296,1,999
517,297,4,999
120,298,4,999
209,299,3,999
829,300,4,999
102,301,1,999
133,302,5,999
517,303,3,999
485,304,1,999
421,305,3,999
744,306,5,999
95,307,4,999
503,308,4,999
550,309,4,999
735,310,1,999
900,311,5,999
433,312,3,999
136,313,3,999
892,314,3,999
627,315,2,999
119,316,1,999
94,317,5,999
804,318,5,999
711,319,3,999
192,320,1,999
421,321,5,999
754,322,1,999
378,323,5,999
27,324,5,999
825,325,4,999
381,326,1,999
369,327,1,999
706,328,5,999
430,329,3,999
163,330,2,999
87,331,5,999
641,332,1,999
753,333,4,999
394,334,2,999
13,335,4,999
549,336,1,999
172,337,5,999
101,338,5,999
142,339,2,999
409,340,5,999
824,341,5,999
762,342,5,999
644,343,2,999
822,344,3,999
401,345,3,999
532,346,5,999
736,347,2,999
490,348,3,999
56,349,2,999
927,350,2,999
755,351,2,999
808,352,2,999
135,353,1,999
762,354,1,999
356,355,3,999
315,356,2,999
285,357,2,999
37,358,3,999
757,359,5,999
429,360,5,999
346,361,2,999
626,362,3,999
615,363,1,999
67,364,3,999
514,365,4,999
480,366,3,999
161,367,1,999
703,368,1,999
391,369,5,999
652,370,5,999
270,371,5,999
870,372,3,999
339,373,5,999
415,374,4,999
24,375,2,999
880,376,4,999
495,377,5,999
31,378,5,999
212,379,5,999
134,380,4,999
871,381,2,999
88,382,4,999
373,383,2,999
224,384,3,999
193,385,2,999
938,386,4,999
202,387,2,999
469,388,2,999
418,389,1,999
916,390,4,999
625,391,2,999
823,392,3,999
714,393,1,999
796,394,1,999
521,395,1,999
803,396,5,999
772,397,4,999
665,398,5,999
544,399,5,999
6,400,5,999
21,401,1,999
505,402,2,999
251,403,2,999
266,404,1,999
578,405,4,999
441,406,5,999
856,407,2,999
839,408,4,999
864,409,3,999
375,410,4,999
239,411,3,999
109,412,5,999
596,413,2,999
409,414,2,999
506,415,3,999
20,416,3,999
662,417,2,999
718,418,1,999
903,419,5,999
910,420,1,999
154,421,4,999
146,422,1,999
940,423,2,999
348,424,4,999
627,425,4,999
15,426,5,999
188,427,2,999
688,428,3,999
349,429,4,999
119,430,3,999
343,431,2,999
345,432,3,999
1,433,1,999
601,434,1,999
453,435,5,999
893,436,5,999
865,437,3,999
171,438,2,999
22,439,3,999
57,440,2,999
394,441,4,999
32,442,1,999
97,443,5,999
855,444,5,999
379,445,1,999
232,446,5,999
255,447,4,999
191,448,5,999
40,449,5,999
526,450,1,999
622,451,5,999
369,452,4,999
860,453,4,999
14,454,1,999
75,455,1,999
733,456,1,999
384,457,4,999
910,458,5,999
624,459,5,999
317,460,2,999
47,461,4,999
135,462,1,999
872,463,3,999
515,464,5,999
32,465,3,999
108,466,4,999
101,467,2,999
844,468,2,999
388,469,4,999
590,470,5,999
803,471,1,999
309,472,1,999
400,473,5,999
348,474,5,999
346,475,5,999
307,476,4,999
858,477,5,999
843,478,4,999
127,479,3,999
739,480,2,999
852,481,3,999
153,482,3,999
715,483,1,999
114,484,5,999
825,485,1,999
470,486,3,999
794,487,1,999
628,488,2,999
327,489,1,999
924,490,4,999
850,491,5,999
649,492,4,999
907,493,1,999
497,494,1,999
108,495,5,999
196,496,4,999
812,497,1,999
661,498,4,999
334,499,4,999
538,500,1,999
605,501,5,999
774,502,1,999
441,503,1,999
802,504,3,999
152,505,2,999
457,506,1,999
600,507,1,999
45,508,2,999
158,509,2,999
212,510,5,999
246,511,2,999
864,512,4,999
643,513,2,999
367,514,1,999
57,515,5,999
784,516,1,999
875,517,5,999
55,518,1,999
400,519,5,999
163,520,2,999
707,521,4,999
106,522,1,999
42,523,2,999
178,524,2,999
910,525,5,999
627,526,4,999
856,527,3,999
175,528,1,999
369,529,2,999
292,530,1,999
74,531,1,999
919,532,5,999
922,533,5,999
532,534,1,999
675,535,1,999
470,536,1,999
935,537,1,999
397,538,4,999
186,539,3,999
494,540,4,999
337,541,3,999
489,542,1,999
678,543,5,999
502,544,5,999
664,545,4,999
632,546,2,999
330,547,4,999
212,548,2,999
307,549,4,999
406,550,3,999
266,551,3,999
338,552,3,999
460,553,5,999
691,554,5,999
117,555,4,999
681,556,3,999
190,557,5,999
