User,Threshold_0,Threshold_1,Threshold_2,Threshold_3,Threshold_4,Threshold_5,Threshold_6,Trait_0,Trait_1,Trait_2,Trait_3,Trait_4,Bias
0,-inf,-2.172810377459722,-1.7769071824862968,0.0,1.236105912536316,1.9820839419360772,inf,-1.6495402056934114,-1.7417199580563614,0.6768758162811936,-0.8086954601040753,0.12316855986495914,1.1916827822748075
1,-inf,-2.028178312203059,-1.3884909688313214,0.0,0.7052459942102176,2.5080483606076767,inf,1.0317020282732046,-1.2191185149986459,0.7971633285237187,-0.1639395651965271,-1.7880765630079034,2.0182074662858662
2,-inf,-2.8699701795381163,-1.203020846648219,0.0,1.0166279961149831,3.0802080888481096,inf,1.6100566525033886,1.5184297564422902,-0.26090888773024157,1.4429736148575998,0.1676310884664803,-1.6922193126707585
3,-inf,-3.098451315622004,-0.6767123106029023,0.0,1.1898623492529152,2.6489629413219578,inf,-0.023338316581488844,-0.8780087808269597,-0.1963148026089228,1.4497053129772595,2.4526327870053692,0.9306898748411935
4,-inf,-2.5837347765158216,-1.0167097756907753,0.0,0.6897887552461309,3.141733970628278,inf,-0.26259854503090635,-1.180293719169692,-1.055819723196219,1.3166045818001488,-1.1846834308030336,1.5230395263763177
5,-inf,-2.74005985427949,-1.0206895063702595,0.0,0.9933435705073143,2.8071370356110488,inf,-0.7539664728987832,0.4079695042526799,-1.1195029688702434,0.449702131657212,-2.2688589223210816,0.3891288313775031
6,-inf,-2.8443711615108516,-1.8399847826176203,0.0,0.8423599015150149,2.5500915045358186,inf,0.15310237708965227,-0.6104691082399747,2.465459172467011,-1.4663543397414394,-0.3046150024619225,-1.4647512360903103
7,-inf,-3.2527110508889416,-0.6237816104853245,0.0,1.66973049077223,2.1556242675617767,inf,0.44459816539797886,-1.291311846486769,-0.9902964459160225,0.3233047280581481,-1.9504888141410814,-0.3493081684727403
8,-inf,-2.7668808281849193,-1.311336780683055,0.0,0.8276703256867608,2.3313535665316665,inf,0.3045094147652017,-1.4327732538112017,1.3309362518129488,-1.0029877852240832,0.9287932943865649,0.9790714572786858
9,-inf,-2.9163581480735496,-0.8922153741484431,0.0,1.0541148456538596,3.180304431021006,inf,0.3626992688672709,-0.5242976884017236,-2.0467750277153187,-1.7763400712812283,-0.28988794373445875,1.0076808033155507
