25,28,0,999
50,18,0,999
6,11,1,999
53,92,5,999
64,84,1,999
63,49,3,999
61,74,5,999
23,71,0,999
88,90,0,999
11,93,0,999
54,87,3,999
47,76,5,999
25,87,1,999
97,54,4,999
32,46,0,999
58,28,0,999
2,93,2,999
40,70,0,999
22,90,3,999
63,81,5,999
52,48,3,999
62,55,3,999
7,45,1,999
87,14,5,999
72,20,4,999
61,72,1,999
63,13,3,999
47,82,0,999
89,50,2,999
38,77,3,999
98,86,5,999
97,62,5,999
92,39,0,999
35,9,4,999
51,50,2,999
52,46,0,999
16,86,5,999
53,35,5,999
72,24,4,999
59,48,0,999
3,93,4,999
39,37,5,999
9,88,5,999
91,10,1,999
78,16,1,999
36,37,0,999
47,75,0,999
15,75,0,999
63,83,1,999
22,49,4,999
48,33,0,999
26,35,0,999
35,46,0,999
97,7,5,999
46,52,1,999
69,17,1,999
51,51,5,999
87,6,4,999
87,57,1,999
34,8,0,999
55,80,5,999
60,78,1,999
46,59,4,999
3,28,4,999
34,45,0,999
45,48,1,999
74,32,4,999
90,66,0,999
36,18,0,999
89,18,5,999
6,9,0,999
69,64,5,999
90,18,2,999
59,92,3,999
39,44,0,999
31,65,0,999
12,51,4,999
84,93,0,999
32,36,3,999
40,82,1,999
33,46,4,999
6,81,0,999
86,50,0,999
53,31,5,999
70,19,5,999
25,44,0,999
76,16,0,999
64,5,0,999
45,42,5,999
91,79,5,999
27,46,3,999
75,18,0,999
36,99,5,999
26,51,5,999
63,22,5,999
72,31,4,999
39,98,0,999
70,57,2,999
35,76,2,999
23,92,5,999
63,39,2,999
4,81,5,999
65,70,4,999
73,56,0,999
12,91,0,999
66,94,0,999
77,11,2,999
18,78,2,999
83,83,2,999
59,9,4,999
56,72,3,999
7,43,0,999
14,85,0,999
83,68,2,999
9,17,1,999
38,65,4,999
64,98,3,999
69,66,5,999
53,81,5,999
68,71,4,999
28,99,4,999
24,13,5,999
89,31,5,999
76,60,5,999
42,99,3,999
31,87,0,999
49,93,5,999
21,67,4,999
92,12,4,999
56,6,0,999
46,26,4,999
1,19,5,999
86,48,1,999
39,33,3,999
77,47,1,999
15,52,0,999
97,0,5,999
26,27,1,999
75,39,5,999
54,21,0,999
85,75,5,999
46,80,1,999
38,16,5,999
16,38,5,999
1,54,5,999
4,69,1,999
95,39,0,999
6,44,1,999
55,57,0,999
70,16,5,999
44,35,3,999
93,39,0,999
25,86,3,999
8,42,0,999
77,67,1,999
72,36,4,999
96,53,5,999
82,49,5,999
39,19,4,999
92,56,5,999
44,6,0,999
0,38,5,999
76,49,3,999
62,85,3,999
18,24,0,999
14,38,4,999
73,63,4,999
3,47,4,999
77,9,5,999
82,63,5,999
35,95,0,999
68,62,0,999
19,7,4,999
42,17,5,999
