Item,Trait_0,Trait_1,Trait_2,Trait_3,Trait_4,Bias
0,0.116920663490862,1.3438239429354946,1.5714739186426465,1.5283122396267637,-0.4394692353042334,0.5610850743871594
1,2.054445430969392,-0.1321745354238093,2.037964171825722,-0.010772504166480918,-0.7646433576145949,-0.6961950805392721
2,-1.6047063884810426,-0.9328978608753192,-1.222043652189496,1.153263172476089,0.08708892597805322,-0.1620540193620858
3,0.2298526015765681,-0.8271749884201254,-1.9324781951105618,1.662046503232858,0.34844771165988686,0.7378417981054327
4,-1.8904095602598625,-1.078940453471415,0.6507379918365352,-0.464083091054751,0.9158289033774356,-2.4572867529982405
5,-1.4710819547983989,-1.451308708923191,0.541814727569758,-1.5294192805427977,0.006375328165854495,-0.12282437832579991
6,1.0738823754517228,1.7304487826532047,-1.3465796381242154,-0.36662974354183264,0.4824594602290252,-1.7241915484118642
7,-1.230317710415669,-0.3547933787728011,-1.3677018051525744,-0.9882054599116207,-1.0589816457473347,-0.028195927837588498
8,-1.674246086801527,-1.0142069173045034,0.0035077216149987153,0.5505936936431198,1.7574455806358513,-0.7561944791011856
9,-1.673710968969873,1.2085854194666794,-1.3354519663321187,0.01817022680191401,0.7640814184294142,0.8854701302743685
10,-0.13179931361462424,1.8596973578845408,-1.8237813685856659,0.6839639921811081,0.500757967734061,0.19621630218440034
11,-1.2536049022044358,1.6143834307363365,0.03153245995881703,-0.9766555078344996,-1.1238236992659116,-0.35433640406822164
12,-0.7840631330531828,-1.3651966379720473,-0.7647346600502779,-0.07592412670830437,-2.010081442216188,0.33930516198811067
13,1.453477334373857,-0.7179179060355123,1.2579024542445991,0.045900343760220536,1.5248019615858106,-0.31773139839267517
14,0.015131485852188323,0.36034569836851715,-2.220825629336455,1.7536033893290077,0.6500937971138323,-0.6998059243382337
15,-0.7327006716117279,0.024339634387573233,-0.014604131953850068,0.6945890182560022,3.5337665437908465,0.33645935428803964
16,1.1524889531334166,0.419603062765879,0.0668629648264466,2.5348167974175233,0.826228221856734,0.34389969402914483
17,0.9751575922357674,0.527671560341917,-0.45558311264091517,1.6533589950243464,-1.3882287397570547,-0.566804018748882
18,-0.7567379681770636,0.0070105914873194435,-2.1402702178697317,-0.3885348083909804,-1.7074464140749046,-1.9920520953558227
